#DataRange: ['2014', '2015', '2016']
#No generative parameters
date,time,temp,rain
2014-01-01,30,8.48236190979,0
2014-01-01,100,8.31595971335,1
2014-01-01,130,8.15476347652,1
2014-01-01,200,8.0,1
2014-01-01,230,7.8528471273,0
2014-01-01,300,7.71442478063,0
2014-01-01,330,7.58578643763,0
2014-01-01,400,7.46791111376,1
2014-01-01,430,7.36169591142,1
2014-01-01,500,7.26794919243,1
2014-01-01,530,7.18738442593,0
2014-01-01,600,7.12061475843,1
2014-01-01,630,7.06814834742,0
2014-01-01,700,7.03038449398,1
2014-01-01,730,7.00761060382,1
2014-01-01,800,7.0,0
2014-01-01,830,7.06814834742,0
2014-01-01,900,7.26794919243,0
2014-01-01,930,7.58578643763,1
2014-01-01,1000,8.0,1
2014-01-01,1030,8.48236190979,1
2014-01-01,1100,9.0,0
2014-01-01,1130,9.51763809021,1
2014-01-01,1200,10.0,0
2014-01-01,1230,10.4142135624,1
2014-01-01,1300,10.7320508076,1
2014-01-01,1330,10.9318516526,1
2014-01-01,1400,11.0,1
2014-01-01,1430,10.9923893962,1
2014-01-01,1500,10.969615506,0
2014-01-01,1530,10.9318516526,1
2014-01-01,1600,10.8793852416,1
2014-01-01,1630,10.8126155741,0
2014-01-01,1700,10.7320508076,0
2014-01-01,1730,10.6383040886,1
2014-01-01,1800,10.5320888862,1
2014-01-01,1830,10.4142135624,0
2014-01-01,1900,10.2855752194,1
2014-01-01,1930,10.1471528727,0
2014-01-01,2000,10.0,1
2014-01-01,2030,9.84523652348,1
2014-01-01,2100,9.68404028665,1
2014-01-01,2130,9.51763809021,1
2014-01-01,2200,9.34729635533,1
2014-01-01,2230,9.1743114855,1
2014-01-01,2300,9.0,0
2014-01-01,2330,8.8256885145,1
2014-01-01,2400,8.65270364467,0
2014-01-02,30,6.22354286469,1
2014-01-02,100,5.97393957002,1
2014-01-02,130,5.73214521478,0
2014-01-02,200,5.5,0
2014-01-02,230,5.27927069095,1
2014-01-02,300,5.07163717094,1
2014-01-02,330,4.87867965644,0
2014-01-02,400,4.70186667064,1
2014-01-02,430,4.54254386713,1
2014-01-02,500,4.40192378865,0
2014-01-02,530,4.28107663889,1
2014-01-02,600,4.18092213764,1
2014-01-02,630,4.10222252113,1
2014-01-02,700,4.04557674096,1
2014-01-02,730,4.01141590572,1
2014-01-02,800,4.0,0
2014-01-02,830,4.10222252113,1
2014-01-02,900,4.40192378865,0
2014-01-02,930,4.87867965644,0
2014-01-02,1000,5.5,0
2014-01-02,1030,6.22354286469,1
2014-01-02,1100,7.0,0
2014-01-02,1130,7.77645713531,1
2014-01-02,1200,8.5,0
2014-01-02,1230,9.12132034356,1
2014-01-02,1300,9.59807621135,0
2014-01-02,1330,9.89777747887,1
2014-01-02,1400,10.0,1
2014-01-02,1430,9.98858409428,1
2014-01-02,1500,9.95442325904,0
2014-01-02,1530,9.89777747887,0
2014-01-02,1600,9.81907786236,1
2014-01-02,1630,9.71892336111,0
2014-01-02,1700,9.59807621135,0
2014-01-02,1730,9.45745613287,1
2014-01-02,1800,9.29813332936,0
2014-01-02,1830,9.12132034356,1
2014-01-02,1900,8.92836282906,1
2014-01-02,1930,8.72072930905,1
2014-01-02,2000,8.5,1
2014-01-02,2030,8.26785478522,1
2014-01-02,2100,8.02606042998,1
2014-01-02,2130,7.77645713531,1
2014-01-02,2200,7.520944533,0
2014-01-02,2230,7.26146722824,0
2014-01-02,2300,7.0,0
2014-01-02,2330,6.73853277176,0
2014-01-02,2400,6.479055467,0
2014-01-03,30,6.85295238724,0
2014-01-03,100,6.64494964169,0
2014-01-03,130,6.44345434565,1
2014-01-03,200,6.25,0
2014-01-03,230,6.06605890912,0
2014-01-03,300,5.89303097578,1
2014-01-03,330,5.73223304703,1
2014-01-03,400,5.5848888922,0
2014-01-03,430,5.45211988928,0
2014-01-03,500,5.33493649054,0
2014-01-03,530,5.23423053241,1
2014-01-03,600,5.15076844804,0
2014-01-03,630,5.08518543428,0
2014-01-03,700,5.03798061747,0
2014-01-03,730,5.00951325477,0
2014-01-03,800,5.0,1
2014-01-03,830,5.08518543428,1
2014-01-03,900,5.33493649054,0
2014-01-03,930,5.73223304703,0
2014-01-03,1000,6.25,1
2014-01-03,1030,6.85295238724,1
2014-01-03,1100,7.5,1
2014-01-03,1130,8.14704761276,1
2014-01-03,1200,8.75,0
2014-01-03,1230,9.26776695297,0
2014-01-03,1300,9.66506350946,1
2014-01-03,1330,9.91481456572,0
2014-01-03,1400,10.0,0
2014-01-03,1430,9.99048674523,0
2014-01-03,1500,9.96201938253,1
2014-01-03,1530,9.91481456572,0
2014-01-03,1600,9.84923155196,1
2014-01-03,1630,9.76576946759,1
2014-01-03,1700,9.66506350946,0
2014-01-03,1730,9.54788011072,0
2014-01-03,1800,9.4151111078,1
2014-01-03,1830,9.26776695297,0
2014-01-03,1900,9.10696902422,1
2014-01-03,1930,8.93394109088,1
2014-01-03,2000,8.75,0
2014-01-03,2030,8.55654565435,1
2014-01-03,2100,8.35505035831,0
2014-01-03,2130,8.14704761276,1
2014-01-03,2200,7.93412044417,0
2014-01-03,2230,7.71788935687,1
2014-01-03,2300,7.5,1
2014-01-03,2330,7.28211064313,1
2014-01-03,2400,7.06587955583,1
2014-01-04,30,5.11177143235,1
2014-01-04,100,4.98696978501,1
2014-01-04,130,4.86607260739,0
2014-01-04,200,4.75,1
2014-01-04,230,4.63963534547,1
2014-01-04,300,4.53581858547,0
2014-01-04,330,4.43933982822,0
2014-01-04,400,4.35093333532,0
2014-01-04,430,4.27127193357,0
2014-01-04,500,4.20096189432,0
2014-01-04,530,4.14053831945,1
2014-01-04,600,4.09046106882,0
2014-01-04,630,4.05111126057,1
2014-01-04,700,4.02278837048,0
2014-01-04,730,4.00570795286,0
2014-01-04,800,4.0,1
2014-01-04,830,4.05111126057,0
2014-01-04,900,4.20096189432,0
2014-01-04,930,4.43933982822,1
2014-01-04,1000,4.75,0
2014-01-04,1030,5.11177143235,0
2014-01-04,1100,5.5,0
2014-01-04,1130,5.88822856765,1
2014-01-04,1200,6.25,1
2014-01-04,1230,6.56066017178,0
2014-01-04,1300,6.79903810568,1
2014-01-04,1330,6.94888873943,0
2014-01-04,1400,7.0,1
2014-01-04,1430,6.99429204714,1
2014-01-04,1500,6.97721162952,1
2014-01-04,1530,6.94888873943,1
2014-01-04,1600,6.90953893118,0
2014-01-04,1630,6.85946168055,0
2014-01-04,1700,6.79903810568,0
2014-01-04,1730,6.72872806643,1
2014-01-04,1800,6.64906666468,0
2014-01-04,1830,6.56066017178,1
2014-01-04,1900,6.46418141453,1
2014-01-04,1930,6.36036465453,1
2014-01-04,2000,6.25,0
2014-01-04,2030,6.13392739261,0
2014-01-04,2100,6.01303021499,0
2014-01-04,2130,5.88822856765,1
2014-01-04,2200,5.7604722665,0
2014-01-04,2230,5.63073361412,1
2014-01-04,2300,5.5,1
2014-01-04,2330,5.36926638588,0
2014-01-04,2400,5.2395277335,1
2014-01-05,30,3.96472381959,1
2014-01-05,100,3.6319194267,0
2014-01-05,130,3.30952695304,0
2014-01-05,200,3.0,0
2014-01-05,230,2.7056942546,0
2014-01-05,300,2.42884956125,0
2014-01-05,330,2.17157287525,1
2014-01-05,400,1.93582222752,1
2014-01-05,430,1.72339182284,1
2014-01-05,500,1.53589838486,0
2014-01-05,530,1.37476885185,0
2014-01-05,600,1.24122951686,1
2014-01-05,630,1.13629669484,1
2014-01-05,700,1.06076898795,1
2014-01-05,730,1.01522120763,0
2014-01-05,800,1.0,0
2014-01-05,830,1.13629669484,0
2014-01-05,900,1.53589838486,1
2014-01-05,930,2.17157287525,1
2014-01-05,1000,3.0,0
2014-01-05,1030,3.96472381959,1
2014-01-05,1100,5.0,1
2014-01-05,1130,6.03527618041,1
2014-01-05,1200,7.0,1
2014-01-05,1230,7.82842712475,0
2014-01-05,1300,8.46410161514,0
2014-01-05,1330,8.86370330516,0
2014-01-05,1400,9.0,1
2014-01-05,1430,8.98477879237,0
2014-01-05,1500,8.93923101205,0
2014-01-05,1530,8.86370330516,1
2014-01-05,1600,8.75877048314,1
2014-01-05,1630,8.62523114815,1
2014-01-05,1700,8.46410161514,1
2014-01-05,1730,8.27660817716,1
2014-01-05,1800,8.06417777248,1
2014-01-05,1830,7.82842712475,1
2014-01-05,1900,7.57115043875,0
2014-01-05,1930,7.2943057454,0
2014-01-05,2000,7.0,1
2014-01-05,2030,6.69047304696,1
2014-01-05,2100,6.3680805733,0
2014-01-05,2130,6.03527618041,1
2014-01-05,2200,5.69459271067,1
2014-01-05,2230,5.34862297099,1
2014-01-05,2300,5.0,1
2014-01-05,2330,4.65137702901,0
2014-01-05,2400,4.30540728933,0
2014-01-06,30,10.1117714323,0
2014-01-06,100,9.98696978501,1
2014-01-06,130,9.86607260739,0
2014-01-06,200,9.75,1
2014-01-06,230,9.63963534547,0
2014-01-06,300,9.53581858547,1
2014-01-06,330,9.43933982822,0
2014-01-06,400,9.35093333532,1
2014-01-06,430,9.27127193357,0
2014-01-06,500,9.20096189432,1
2014-01-06,530,9.14053831945,0
2014-01-06,600,9.09046106882,0
2014-01-06,630,9.05111126057,0
2014-01-06,700,9.02278837048,0
2014-01-06,730,9.00570795286,0
2014-01-06,800,9.0,0
2014-01-06,830,9.05111126057,1
2014-01-06,900,9.20096189432,1
2014-01-06,930,9.43933982822,0
2014-01-06,1000,9.75,1
2014-01-06,1030,10.1117714323,0
2014-01-06,1100,10.5,1
2014-01-06,1130,10.8882285677,1
2014-01-06,1200,11.25,0
2014-01-06,1230,11.5606601718,1
2014-01-06,1300,11.7990381057,0
2014-01-06,1330,11.9488887394,0
2014-01-06,1400,12.0,1
2014-01-06,1430,11.9942920471,0
2014-01-06,1500,11.9772116295,1
2014-01-06,1530,11.9488887394,1
2014-01-06,1600,11.9095389312,1
2014-01-06,1630,11.8594616806,0
2014-01-06,1700,11.7990381057,0
2014-01-06,1730,11.7287280664,1
2014-01-06,1800,11.6490666647,1
2014-01-06,1830,11.5606601718,1
2014-01-06,1900,11.4641814145,1
2014-01-06,1930,11.3603646545,1
2014-01-06,2000,11.25,0
2014-01-06,2030,11.1339273926,1
2014-01-06,2100,11.013030215,1
2014-01-06,2130,10.8882285677,1
2014-01-06,2200,10.7604722665,0
2014-01-06,2230,10.6307336141,0
2014-01-06,2300,10.5,1
2014-01-06,2330,10.3692663859,1
2014-01-06,2400,10.2395277335,0
2014-01-07,30,9.11177143235,1
2014-01-07,100,8.98696978501,1
2014-01-07,130,8.86607260739,0
