#DataRange: ['2014', '2015', '2016']
#No generative parameters: min outside: 8, min heating temp: 12, noise_prob=0.7 - to be used as TARGET
date,time,oTemp,rain,dTemp,heatingOn
2014-01-01,30,8.48236190979,0,8.48236190979,0
2014-01-01,100,7.20017906417,1,12.1169288574,1
2014-01-01,130,8.15476347652,0,8.15476347652,0
2014-01-01,200,8.0,0,8.0,0
2014-01-01,230,7.8528471273,0,12,1
2014-01-01,300,7.71442478063,0,10.8968367681,1
2014-01-01,330,5.53578260593,1,10.5875072173,1
2014-01-01,400,7.46791111376,1,11.5307258117,1
2014-01-01,430,7.36169591142,0,12,1
2014-01-01,500,7.26794919243,1,11.6649610801,1
2014-01-01,530,7.18738442593,1,23.5642053603,1
2014-01-01,600,7.12061475843,1,24.0861957731,1
2014-01-01,630,6.86043743435,1,24.7084622716,1
2014-01-01,700,7.03038449398,1,24,1
2014-01-01,730,7.00761060382,1,11.7437043234,1
2014-01-01,800,7.0,0,12,1
2014-01-01,830,7.06814834742,1,11.5682703866,1
2014-01-01,900,7.26794919243,1,12.3737714497,1
2014-01-01,930,7.58578643763,1,11.023017318,1
2014-01-01,1000,8.0,0,8.0,0
2014-01-01,1030,9.38093018075,1,9.38093018075,0
2014-01-01,1100,9.0,0,9.0,0
2014-01-01,1130,9.51763809021,0,9.51763809021,0
2014-01-01,1200,10.0,1,10.0,0
2014-01-01,1230,10.4142135624,0,10.4142135624,0
2014-01-01,1300,10.7320508076,1,10.7320508076,0
2014-01-01,1330,10.9318516526,0,10.9318516526,0
2014-01-01,1400,11.0,1,11.0,0
2014-01-01,1430,12.4682583868,1,12.4682583868,0
2014-01-01,1500,11.4859938065,1,11.4859938065,0
2014-01-01,1530,10.9318516526,1,10.9318516526,0
2014-01-01,1600,9.88075900154,0,9.88075900154,0
2014-01-01,1630,10.4603266126,1,10.4603266126,0
2014-01-01,1700,10.7320508076,1,10.7320508076,0
2014-01-01,1730,10.6383040886,1,10.6383040886,0
2014-01-01,1800,11.5131865133,0,11.5131865133,0
2014-01-01,1830,9.68185157281,1,21.0302518408,1
2014-01-01,1900,10.2855752194,0,20.3416722632,1
2014-01-01,1930,10.1471528727,1,21,1
2014-01-01,2000,10.0,0,21.2692421923,1
2014-01-01,2030,9.69336466975,1,22.1095934056,1
2014-01-01,2100,10.5156129711,1,10.5156129711,0
2014-01-01,2130,9.51763809021,0,12.5422359242,1
2014-01-01,2200,9.34729635533,1,14.4441141765,1
2014-01-01,2230,9.61231311032,1,14.5298111928,1
2014-01-01,2300,9.0,1,12.5880891464,1
2014-01-01,2330,8.8256885145,0,8.8256885145,0
2014-01-01,2400,8.70505887087,1,8.70505887087,0
2014-01-02,30,6.24484223045,1,10.8077479207,1
2014-01-02,100,5.97393957002,1,12,1
2014-01-02,130,5.73214521478,0,12.3945269153,1
2014-01-02,200,5.5,0,11.3288025353,1
2014-01-02,230,5.27927069095,0,12.0323796451,1
2014-01-02,300,5.31729320289,1,11.8082690772,1
2014-01-02,330,4.87867965644,0,11.3939058627,1
2014-01-02,400,4.70186667064,1,11.6954169711,1
2014-01-02,430,4.16938453971,1,12,1
2014-01-02,500,5.48694202473,0,12,1
2014-01-02,530,4.28107663889,0,20.5620499105,1
2014-01-02,600,4.27536301036,1,25.5898459817,1
2014-01-02,630,3.73664946568,1,24.3415839673,1
2014-01-02,700,4.04557674096,0,21.7698556927,1
2014-01-02,730,4.01141590572,1,11.4518491062,1
2014-01-02,800,4.0,0,11.9826596891,1
2014-01-02,830,3.60401437489,1,12,1
2014-01-02,900,4.40192378865,1,12,1
2014-01-02,930,4.07261039413,1,11.8891553568,1
2014-01-02,1000,6.55438530566,0,12,1
2014-01-02,1030,6.22354286469,1,12,1
2014-01-02,1100,6.19229751378,0,11.9549286751,1
2014-01-02,1130,7.77645713531,0,12,1
2014-01-02,1200,8.5,1,8.5,0
2014-01-02,1230,9.12132034356,1,9.12132034356,0
2014-01-02,1300,9.59807621135,0,9.59807621135,0
2014-01-02,1330,9.89777747887,1,9.89777747887,0
2014-01-02,1400,10.0,1,10.0,0
2014-01-02,1430,9.86875786625,1,9.86875786625,0
2014-01-02,1500,9.95442325904,0,9.95442325904,0
2014-01-02,1530,10.3608047657,1,10.3608047657,0
2014-01-02,1600,9.81907786236,1,9.81907786236,0
2014-01-02,1630,9.71892336111,0,9.71892336111,0
2014-01-02,1700,9.59807621135,0,9.59807621135,0
2014-01-02,1730,10.8692158293,0,10.8692158293,0
2014-01-02,1800,9.29813332936,0,9.29813332936,0
2014-01-02,1830,8.40206670233,0,21.896329596,1
2014-01-02,1900,8.92836282906,0,21.7329081192,1
2014-01-02,1930,8.72072930905,0,22,1
2014-01-02,2000,8.5,0,21.8718164485,1
2014-01-02,2030,8.45962852383,0,21.0665874381,1
2014-01-02,2100,8.02606042998,1,8.02606042998,0
2014-01-02,2130,7.65074545367,0,11.412937462,1
2014-01-02,2200,7.520944533,0,12.4969041309,1
2014-01-02,2230,5.98922212858,1,14,1
2014-01-02,2300,7.0,1,15.0684656877,1
2014-01-02,2330,6.83031334146,0,11.5130022582,1
2014-01-02,2400,6.479055467,0,12.1266587998,1
2014-01-03,30,6.35914664723,0,12.4578376995,1
2014-01-03,100,6.64494964169,1,12,1
2014-01-03,130,7.62229979023,0,12.33347397,1
2014-01-03,200,6.25,1,10.7177636271,1
2014-01-03,230,6.06605890912,1,11.3235749554,1
2014-01-03,300,5.89303097578,0,12,1
2014-01-03,330,4.85273595997,1,11.6227218948,1
2014-01-03,400,5.23464533184,1,12.752480961,1
2014-01-03,430,5.45211988928,0,12,1
2014-01-03,500,5.33493649054,1,12,1
2014-01-03,530,5.23423053241,1,24,1
2014-01-03,600,5.15076844804,1,24,1
2014-01-03,630,5.08518543428,1,23.692078916,1
2014-01-03,700,5.00298291426,0,22,1
2014-01-03,730,5.00951325477,0,12.1209004745,1
2014-01-03,800,4.93339579961,0,12,1
2014-01-03,830,5.08518543428,0,12.1092981252,1
2014-01-03,900,4.23440899425,0,11.8012620076,1
2014-01-03,930,6.08428811904,1,12,1
2014-01-03,1000,6.25,0,11.3688896323,1
2014-01-03,1030,6.85295238724,0,11.5169121307,1
2014-01-03,1100,7.5,1,12,1
2014-01-03,1130,8.14704761276,1,8.14704761276,0
2014-01-03,1200,9.81841472147,1,9.81841472147,0
2014-01-03,1230,9.26776695297,0,9.26776695297,0
2014-01-03,1300,9.02070231935,1,9.02070231935,0
2014-01-03,1330,9.75520067424,1,9.75520067424,0
2014-01-03,1400,10.0,1,10.0,0
2014-01-03,1430,9.99048674523,1,9.99048674523,0
2014-01-03,1500,9.96201938253,1,9.96201938253,0
2014-01-03,1530,9.91481456572,0,9.91481456572,0
2014-01-03,1600,9.84923155196,1,9.84923155196,0
2014-01-03,1630,9.76576946759,1,9.76576946759,0
2014-01-03,1700,9.66506350946,1,9.66506350946,0
2014-01-03,1730,9.54788011072,0,9.54788011072,0
2014-01-03,1800,9.4151111078,0,9.4151111078,0
2014-01-03,1830,9.25952016162,1,21.7021683245,1
2014-01-03,1900,9.10696902422,1,21.2980900641,1
2014-01-03,1930,8.93394109088,0,22.9181745251,1
2014-01-03,2000,8.75,0,21.4550807662,1
2014-01-03,2030,8.55654565435,1,22,1
2014-01-03,2100,8.71965611888,1,8.71965611888,0
2014-01-03,2130,8.14704761276,1,14.098344393,1
2014-01-03,2200,7.31088732104,0,12,1
2014-01-03,2230,7.71788935687,0,12.5078545706,1
2014-01-03,2300,7.5,0,11.8302727803,1
2014-01-03,2330,7.28211064313,1,12,1
2014-01-03,2400,7.06587955583,0,10.6891108468,1
2014-01-04,30,5.11177143235,0,12,1
2014-01-04,100,4.3907364026,1,12.4583064394,1
2014-01-04,130,4.86607260739,0,11.3623433204,1
2014-01-04,200,4.75,0,12,1
2014-01-04,230,4.66059215914,0,12.2076557456,1
2014-01-04,300,4.53581858547,0,12.1526194495,1
2014-01-04,330,4.43933982822,1,12,1
2014-01-04,400,4.35093333532,1,11.1607284744,1
2014-01-04,430,3.48392865451,0,14.7594191997,1
2014-01-04,500,4.66598367368,0,11.3381845589,1
2014-01-04,530,3.40601393205,0,13.1491733851,1
2014-01-04,600,3.01304051391,0,11.9956147785,1
2014-01-04,630,4.05111126057,1,12.1785786105,1
2014-01-04,700,4.02278837048,1,18.7488740211,1
2014-01-04,730,4.00570795286,0,15.5549742477,1
2014-01-04,800,3.58757729204,1,17.4211075852,1
2014-01-04,830,4.05111126057,1,18.1182042,1
2014-01-04,900,4.88823658359,1,12,1
2014-01-04,930,4.43933982822,0,11.2899596439,1
2014-01-04,1000,3.53069301713,0,12.8542854617,1
2014-01-04,1030,5.11177143235,1,12.2104002195,1
2014-01-04,1100,5.39436443643,0,10.2886887447,1
2014-01-04,1130,5.88822856765,1,12,1
2014-01-04,1200,6.25,1,11.8217813634,1
2014-01-04,1230,6.56066017178,1,12.9325274459,1
2014-01-04,1300,6.79903810568,1,12,1
2014-01-04,1330,6.94888873943,1,14.7664995134,1
2014-01-04,1400,7.0,0,12,1
2014-01-04,1430,6.86090658265,1,12.1481513976,1
2014-01-04,1500,6.97721162952,0,11.1547513072,1
2014-01-04,1530,6.94888873943,1,11.6054237681,1
2014-01-04,1600,6.90953893118,1,12,1
2014-01-04,1630,6.85946168055,1,12.83266858,1
2014-01-04,1700,6.79903810568,0,12,1
2014-01-04,1730,6.72872806643,1,10.6546770496,1
2014-01-04,1800,6.64906666468,0,12,1
2014-01-04,1830,6.73528607744,1,19.6460767398,1
2014-01-04,1900,6.46418141453,0,20.286737858,1
2014-01-04,1930,6.36036465453,1,20,1
2014-01-04,2000,6.15968613107,0,19.6798078222,1
2014-01-04,2030,6.13392739261,0,19.774780679,1
2014-01-04,2100,6.01303021499,1,12.23932262,1
2014-01-04,2130,5.88822856765,0,11.0218665869,1
2014-01-04,2200,5.16307004616,0,11,1
2014-01-04,2230,5.63073361412,1,13,1
2014-01-04,2300,5.5,0,11,1
2014-01-04,2330,5.36926638588,0,12.4638563525,1
2014-01-04,2400,5.2395277335,1,12.6051510217,1
2014-01-05,30,2.91362628169,1,12,1
