#Number of concepts: 5
#Number of attributes the concept is dependent on: 3
#Concept components: {0: [10, 5, 10], 1: [2, 8, 8], 2: [2, 8, 3], 3: [0, 6, 9], 4: [4, 5, 1]}
#Noise prob: 0.2
#Order of concepts: [0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4, 0, 1, 2, 3, 4]
#Length of concepts: [500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]
#Conflicting concepts: 0
#Functions used: {0: <function func1 at 0x10535fd70>, 1: <function func1 at 0x10535fd70>, 2: <function func1 at 0x10535fd70>, 3: <function func1 at 0x10535fd70>, 4: <function func1 at 0x10535fd70>}
#Composite concepts: []
#Gradual drift: 0
#Gradual drift length: 0
1,2,3,4,5,6,7,8,9,10,11,12,y
0.462039691659,0.0340249796643,0.400006978103,0.554399424707,0.293569034806,0.355703903146,0.586572895089,0.672746778121,0.480664613068,0.971207798005,0.00529365047892,0.0209224792857,0.122097068034
0.0512150319236,0.0854563416579,0.0656552016128,0.387724448212,0.468772904632,0.38147374855,0.223101128069,0.0717244897539,0.0705584292022,0.436059247846,0.953098932986,0.590443954615,0.76255720484
0.592439700865,0.955315081938,0.417062774001,0.157714127064,0.583363402975,0.795676846604,0.328393190057,0.609642399892,0.634292281868,0.205690630419,0.154165967432,0.313616689123,0.368002927156
0.481678212442,0.768386920171,0.30913555158,0.612036935872,0.912288153419,0.815780675744,0.177032494784,0.781954984607,0.416409577928,0.176888771797,0.657596492934,0.498555499283,0.71032455387
0.0540538553534,0.957872298986,0.832882194122,0.716484181538,0.516720746465,0.322503809279,0.552474943857,0.593128360617,0.652095741221,0.152522704589,0.229135484693,0.0280621647309,0.260258259555
0.172697637197,0.667887470431,0.00586652661474,0.565311339445,0.596052980477,0.843438929107,0.996780383677,0.819072314627,0.00323611492666,0.23539443248,0.789154665621,0.28161842548,0.807249420116
0.684865225239,0.920683259106,0.916665701022,0.676653386147,0.653565820234,0.631343704637,0.980361174797,0.900288325532,0.84544493786,0.754313555954,0.415099610048,0.951587902848,0.487180974911
0.40252474615,0.754810879658,0.108778480281,0.0804533811763,0.155772434814,0.606743742539,0.916401304232,0.999046108836,0.824553439242,0.110492810935,0.566404025097,0.824862707883,0.579850597578
0.692111638263,0.0331012210593,0.742722614431,0.193159262501,0.903959977055,0.722241438142,0.777853061849,0.311313396985,0.989534209479,0.262393906617,0.766387823453,0.136985573941,0.751672361683
0.556730347505,0.487406934512,0.506921367308,0.224878777276,0.79219775064,0.901333375686,0.0323476305357,0.169050308007,0.0647164238832,0.970390765508,0.135388891211,0.402276247227,0.390703719369
